ADDRESS,BLOCKCHAIN,CREATOR,LABEL_TYPE,LABEL_SUBTYPE,LABEL,PROJECT_NAME,DELEGATOR_SHARES,JAILED,RATE,MAX_CHANGE_RATE,MAX_RATE,MIN_SELF_DELEGATION,RANK,RAW_METADATA,UNIQUE_KEY
axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,axelar,flipside,operator,validator,Everstake,EF5AC70C00BECEDC,9154172152953,false,0.1,0.01,0.2,1,1,"{""commission"":{""commission_rates"":{""max_change_rate"":""0.010000000000000000"",""max_rate"":""0.200000000000000000"",""rate"":""0.100000000000000000""},""update_time"":""2022-01-18T08:51:47.367620221Z""},""consensus_pubkey"":{""@type"":""/cosmos.crypto.ed25519.PubKey"",""key"":""x9RJqxEsnHGZaADUzTIWNHRnJzdI7264QmyL7K5PyPk=""},""delegator_shares"":""9154172152953.000000000000000000"",""description"":{""details"":"""",""identity"":""EF5AC70C00BECEDC"",""moniker"":""Everstake"",""security_contact"":"""",""website"":""""},""jailed"":false,""min_self_delegation"":""1"",""operator_address"":""axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux"",""status"":""BOND_STATUS_BONDED"",""tokens"":""9154172152953"",""unbonding_height"":""0"",""unbonding_time"":""1970-01-01T00:00:00Z""}",axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux-flipside-axelar
﻿
