BLOCK_ID,BLOCK_TIMESTAMP,TX_ID,TX_SUCCEEDED,TX_CALLER_ADDRESS,ACTION,DELEGATOR_ADDRESS,VALIDATOR_ADDRESS,AMOUNT,CURRENCY,REDELEGATE_SOURCE_VALIDATOR_ADDRESS,COMPLETION_TIME,_MSG_GROUP
425409,1/18/2022,2289961DFA194A7CAC277AED5C7CEAC35D8CDC3F335156777FDCB4D056A60E31,TRUE,axelar1rqp7vvl9cjmdan44dny56qadwg590uxv8kt7wf,delegate,axelar1rqp7vvl9cjmdan44dny56qadwg590uxv8kt7wf,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,8000000,uaxl,null,null,0
452215,1/20/2022,3EF16B118ACF5F78B913CE7E89D1C8926F8736A7CD9812E2973060F542BB8C86,TRUE,axelar1ph0qnh7u2fhuqrx0w27mpg338np6uhqhrqh7qs,delegate,axelar1ph0qnh7u2fhuqrx0w27mpg338np6uhqhrqh7qs,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,7E+11,uaxl,null,null,0
2599737,6/17/2022,33770C190C4E08684271201D9C460357673772B89EEECF0E8FC88F6501BEA3A7,TRUE,axelar14z0yw4nystazxvljpwpe2xlqd29pddd7ems3uf,redelegate,axelar14z0yw4nystazxvljpwpe2xlqd29pddd7ems3uf,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,1000000,uaxl,axelarvaloper1uf7s2v44qqpe9lpnsjy6cfjueqytakuzayfg0h,10:36.0,0
2760385,6/28/2022,E7D74985E820603C87DCB632B7911D74F8FADF77122558F54AAA5D31D9A457E5,TRUE,axelar14z0yw4nystazxvljpwpe2xlqd29pddd7ems3uf,redelegate,axelar14z0yw4nystazxvljpwpe2xlqd29pddd7ems3uf,axelarvaloper148skr4d5vy6c9728zkf7cff9e5eykgwka3rvm7,1000000,uaxl,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,22:33.0,0
3876001,9/14/2022,F00908277A865F65C30E9F520D5B61C58092DB54E2D2A2ACB9BFABF497CB58F4,TRUE,axelar1ph0qnh7u2fhuqrx0w27mpg338np6uhqhrqh7qs,delegate,axelar1ph0qnh7u2fhuqrx0w27mpg338np6uhqhrqh7qs,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,3E+11,uaxl,null,null,0
4040587,9/25/2022,3FB10601F0A47D3481A8251BC0117BCA6E558305816E33C3E0A21325905D288C,TRUE,axelar1547g0t4c73mtz0xwdlx3hn52v2nzqeqvd4llwr,delegate,axelar1547g0t4c73mtz0xwdlx3hn52v2nzqeqvd4llwr,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,100000000,uaxl,null,null,0
4046607,9/26/2022,46D061E6E71115A5FDC555BA06D2A47636473275F42B842568CB5BA428CE2839,TRUE,axelar1f5ns5w3y9gd2ztrklgat3q8kv3grg2sl7hd9yr,delegate,axelar1f5ns5w3y9gd2ztrklgat3q8kv3grg2sl7hd9yr,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,199986828,uaxl,null,null,0
4056798,9/26/2022,844A743C12802ED25EA64B6D335414F8E2A0E4608CFCCCB7644EAD94339170C4,TRUE,axelar15366t0hk23wz8rrz92yw8trvperwr3nehc52m0,delegate,axelar15366t0hk23wz8rrz92yw8trvperwr3nehc52m0,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,3.5E+12,uaxl,null,null,0
4067753,9/27/2022,9B9E3212266FF88198273F3F20213A2B757D9B9839A6F61542354D1381B576D3,TRUE,axelar1yderr3j58nytx56g0vhupacsada4p8n88dfpe6,delegate,axelar1yderr3j58nytx56g0vhupacsada4p8n88dfpe6,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,4736841,uaxl,null,null,0
4068049,9/27/2022,FCDE8E965F81490D129C2261F701887C3F57E65A3B1A228372CF267A4A819AA8,TRUE,axelar1yderr3j58nytx56g0vhupacsada4p8n88dfpe6,delegate,axelar1yderr3j58nytx56g0vhupacsada4p8n88dfpe6,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,548040145,uaxl,null,null,0
4068404,9/27/2022,ED432D80E3DCAE3CC0E4FC91075FBF246DC1B49B649F43147A43032EC2373CA1,TRUE,axelar1ez4duq7700ncrn9fjspl055tkvvtg47kfdmtw6,delegate,axelar1ez4duq7700ncrn9fjspl055tkvvtg47kfdmtw6,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,10000000,uaxl,null,null,0
4069296,9/27/2022,17E07FF3E8DADBE0D9150BC447056FAC008A7E3F61A816093E734E2555EBCB7A,TRUE,axelar1ez4duq7700ncrn9fjspl055tkvvtg47kfdmtw6,delegate,axelar1ez4duq7700ncrn9fjspl055tkvvtg47kfdmtw6,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,2.43745E+12,uaxl,null,null,0
4069369,9/27/2022,B27F8C7E6369F4C22117753F8D4E9FD03AF536728EB437288A62CA98FE554A7B,TRUE,axelar1a8e7q0cup4n5er99s9s5hv0j09mj88jvvx9mh9,delegate,axelar1a8e7q0cup4n5er99s9s5hv0j09mj88jvvx9mh9,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,10000000,uaxl,null,null,0
4070190,9/27/2022,FE8491726304CDC3C858DBF06DCAB6BC698C0633F648198AF447E2F273C2BEEE,TRUE,axelar19ps0avvwlucrh28appvck6ccl4wuxp2m90sd8h,delegate,axelar19ps0avvwlucrh28appvck6ccl4wuxp2m90sd8h,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,50000000,uaxl,null,null,0
4070272,9/27/2022,A6A0CFA9F1BCE2E65767ACF633B852B19E4477D9BFE8EB3607CD9277548B4A0B,TRUE,axelar14frs4mpggrww86h2n0ykqjstwypcllsz077e50,delegate,axelar14frs4mpggrww86h2n0ykqjstwypcllsz077e50,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,3E+12,uaxl,null,null,0
4076302,9/28/2022,17C522FBD38E3996A28B77DFBA0747C9505BA3F544E0CA46A7BB12BB8D57BC0F,TRUE,axelar1ez4duq7700ncrn9fjspl055tkvvtg47kfdmtw6,delegate,axelar1ez4duq7700ncrn9fjspl055tkvvtg47kfdmtw6,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,9.92451E+11,uaxl,null,null,0
4077830,9/28/2022,D123A9D08FE463E4AF55BB7D9E3FF88F56B111AEB226832A4428E34E92ED05C6,TRUE,axelar1g5rqq9zm8mrjmkuk9alnqzs5d4x7a7amed52v2,delegate,axelar1g5rqq9zm8mrjmkuk9alnqzs5d4x7a7amed52v2,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,3555392,uaxl,null,null,0
4077868,9/28/2022,9F3134DC4498433782A11E17D2708891F87FE188705602B47B7ADE15CEBE7028,TRUE,axelar1g2mjkrugdjr0h75cwg9ml5r8ynltd4z93flcmv,delegate,axelar1g2mjkrugdjr0h75cwg9ml5r8ynltd4z93flcmv,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,10000,uaxl,null,null,0
4078035,9/28/2022,BE4606B89989A1DC3482B533614FC8AC1F491FC46103789F31935F39F8D11D81,TRUE,axelar1rpzsesr5cjgwwyj2t3edez45e0x37qxcfas3uv,delegate,axelar1rpzsesr5cjgwwyj2t3edez45e0x37qxcfas3uv,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,100000000,uaxl,null,null,0
4078478,9/28/2022,17C7657367060B36DC42BD7CA9F2AC8B3B2EC15E1BA1F348431EFD15D145BC33,TRUE,axelar1hxcmu6q2jmqfstxafs9pht5jjakj634tqd32rp,delegate,axelar1hxcmu6q2jmqfstxafs9pht5jjakj634tqd32rp,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,200000000,uaxl,null,null,0
4079821,9/28/2022,031A961F6AA58B54D9C977A27D0A75D22BCD178D12DC54969D1F6FB24F80CEF3,TRUE,axelar1z374kdvdlc7e6hzxl9p9rrglfwqc33x93mlnpd,delegate,axelar1z374kdvdlc7e6hzxl9p9rrglfwqc33x93mlnpd,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,86000000,uaxl,null,null,0
4081068,9/28/2022,0F6B7A0E47A30B5ED848D78067EB9F912EAE8F0C1A95842427FE914748C2B5EF,TRUE,axelar1qzhcszhxz4en4lz7qc2y39pcxguhch6uauzayx,delegate,axelar1qzhcszhxz4en4lz7qc2y39pcxguhch6uauzayx,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,14982235,uaxl,null,null,0
4081162,9/28/2022,11AC1795C509749821CC6F6241B7615AA19FFB2C231D958971FBE5C2D5D6DE43,TRUE,axelar1qzhcszhxz4en4lz7qc2y39pcxguhch6uauzayx,delegate,axelar1qzhcszhxz4en4lz7qc2y39pcxguhch6uauzayx,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,1304210070,uaxl,null,null,0
4081769,9/28/2022,27927C106B41571014059C64CBCD5164FCD04D5362D73550614B435568F7CBE1,TRUE,axelar1m4l48tyvnfhke246lmzs2c3aqfv007jjzsd587,delegate,axelar1m4l48tyvnfhke246lmzs2c3aqfv007jjzsd587,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,176000000,uaxl,null,null,0
4081938,9/28/2022,3C743919A59EBFFB2C77A633F7ABBF9BEB452EADD11BFB0278AC69C89F5480EF,TRUE,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,delegate,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,9504287443,uaxl,null,null,0
4082313,9/28/2022,00AD8DD6691278FF9540CC3AD9FB355E67EAB863277C4472DA6E80BA164C253C,TRUE,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,delegate,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,6717483129,uaxl,null,null,0
4090383,9/29/2022,0823233DC6C6601ECA812238C301838F7060602CCDE4A17265201AC290161C2B,TRUE,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,delegate,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,2197982406,uaxl,null,null,0
4090408,9/29/2022,6F0F035F3D3FF80261180A2460362604F3EDCECE6F58BAFA26EA6C3A67843B98,TRUE,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,delegate,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,11495872,uaxl,null,null,0
4091049,9/29/2022,B17A374DC165BA6162DC267873FCF8C6671938146168D71EA730C73D60731389,TRUE,axelar1g5rqq9zm8mrjmkuk9alnqzs5d4x7a7amed52v2,delegate,axelar1g5rqq9zm8mrjmkuk9alnqzs5d4x7a7amed52v2,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,196500000,uaxl,null,null,0
4092115,9/29/2022,142C4C9C209742EEDEBD1B0EBCC947298FA2953B0DC9C7D59D556F3E82C4E411,TRUE,axelar1t053qpny94rt6f7hvy4crgu79rd4gsanq4gflw,delegate,axelar1t053qpny94rt6f7hvy4crgu79rd4gsanq4gflw,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,33000000,uaxl,null,null,0
4092381,9/29/2022,2FC0CD27B0E6223DDC0F12C4F4673D642C7A3E7EFB07DDCA746032402A9F8FF6,TRUE,axelar1ezva5f739luujzwdpr8y024p5zzjutz48axxdk,delegate,axelar1ezva5f739luujzwdpr8y024p5zzjutz48axxdk,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,100000000,uaxl,null,null,0
4093511,9/29/2022,23DB1EA3FC8C11D734EB7C32ED21ABA07E44B62F961332568103D9AAFA3418E6,TRUE,axelar1yderr3j58nytx56g0vhupacsada4p8n88dfpe6,delegate,axelar1yderr3j58nytx56g0vhupacsada4p8n88dfpe6,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,196272528,uaxl,null,null,0
4094664,9/29/2022,A1867F0CBA2B4BB5725D758FA2DCC059A76BAFD146FFB5D927795F196F920927,TRUE,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,delegate,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,2100406901,uaxl,null,null,0
4096824,9/29/2022,0BB593C6BB5F5D8031DE2BEA9F05CC07C37578BD4694F7A1B69FEC53EDDEF9ED,TRUE,axelar19gcjpzqmrxvtmtnv6xduv5893t55jnfjc08krp,delegate,axelar19gcjpzqmrxvtmtnv6xduv5893t55jnfjc08krp,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,5000000,uaxl,null,null,0
4097027,9/29/2022,EA2E5E3892DC61CE32548892BC400B725D89EFB7B648C30F3C51954C3EF520B2,TRUE,axelar19gcjpzqmrxvtmtnv6xduv5893t55jnfjc08krp,undelegate,axelar19gcjpzqmrxvtmtnv6xduv5893t55jnfjc08krp,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,5000000,uaxl,null,25:10.0,0
4097302,9/29/2022,C29A3623E1911952F59240689A26D6F04DD95F0804F8ADEE44890963B56478DD,TRUE,axelar1n27hkgh69sm0ldkful4nl8d734dp6vn8nm6e5e,delegate,axelar1n27hkgh69sm0ldkful4nl8d734dp6vn8nm6e5e,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,416000000,uaxl,null,null,0
4098256,9/29/2022,782E3D979389FD558B3D0ACC1CE9693AE5DA8A9F4E8063F26DAD15F16226DF77,TRUE,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,delegate,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,1524869277,uaxl,null,null,0
4104514,9/30/2022,2726726BC298FFDBEB362928EA2E7D7D011A72A6ABF9E79D4FA26BBC83406CFB,TRUE,axelar1dnqzg68lny2trjg8qsycxxau327h4qy7py5krs,delegate,axelar1dnqzg68lny2trjg8qsycxxau327h4qy7py5krs,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,4000000,uaxl,null,null,0
4105223,9/30/2022,4AC25BD591FEE55BB284F362136D5451936D176D7501DA2AC23D9534CB778B0D,TRUE,axelar1qwqa5ndl2nq9gz88t5wz36u0477jsl76xxh258,delegate,axelar1qwqa5ndl2nq9gz88t5wz36u0477jsl76xxh258,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,181343552,uaxl,null,null,0
4108649,9/30/2022,5AE468D03DD698E149A566352C2E31CE28D7BCC9E69B2D9CB606959FCC245F3A,TRUE,axelar12nstrvfvk4909s6etl5wtn7we23pxrksv046g4,delegate,axelar12nstrvfvk4909s6etl5wtn7we23pxrksv046g4,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,30000000,uaxl,null,null,0
4108928,9/30/2022,FF6C575A6E9A2D57AC55CC51B3A64D71D3A7A09BD98D40F16BF61EA5B006E736,TRUE,axelar19gcjpzqmrxvtmtnv6xduv5893t55jnfjc08krp,delegate,axelar19gcjpzqmrxvtmtnv6xduv5893t55jnfjc08krp,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,5000000,uaxl,null,null,0
4109314,9/30/2022,01C8170A680847E1C1FFECB3FC4A52396349D6951B396D596A30DECD357890AB,TRUE,axelar19gcjpzqmrxvtmtnv6xduv5893t55jnfjc08krp,undelegate,axelar19gcjpzqmrxvtmtnv6xduv5893t55jnfjc08krp,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,5000000,uaxl,null,24:50.0,0
4109344,9/30/2022,D08DD8252446FF794F6F392AF31949269429B5DC750DD94B00DF957992ED3E46,TRUE,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,delegate,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,24649700,uaxl,null,null,0
4111003,9/30/2022,9AEBE2F638F0F121C9DAA165A054EAE286AD6F1A382BE9320245BD7E82055683,TRUE,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,undelegate,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,17000000000,uaxl,null,09:49.0,0
4113183,9/30/2022,FA8A960558F3365F52702391C0F0193CFC6CF5B23F47346D06D3843EEE5DDBA2,TRUE,axelar1r32w2ujt554qtekqjlde7uvp0km9lc084wds58,delegate,axelar1r32w2ujt554qtekqjlde7uvp0km9lc084wds58,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,900000,uaxl,null,null,0
4116743,10/1/2022,FBD2A52806AA2ACEFC6C1EA1426ED1DDA437FCD1BF25BFE73121CC0F04464FDB,TRUE,axelar1xl8kl4ccalrrrt9h3sf2y44ft5ye3u9jd4h5gf,delegate,axelar1xl8kl4ccalrrrt9h3sf2y44ft5ye3u9jd4h5gf,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,50000000,uaxl,null,null,0
4121854,10/1/2022,447BA7D2B58F488FD65F89CC051F58FF497EC759BCF7F666658CA04246438BE5,TRUE,axelar15fy3kzlzl7vjgz4mpual05kzwjkl8kv5qyd9uz,delegate,axelar15fy3kzlzl7vjgz4mpual05kzwjkl8kv5qyd9uz,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,264737594,uaxl,null,null,0
4135352,10/2/2022,C4F834EE4873641362131423D336296D835C93698EA6B7B445B2A45D73AC4E69,TRUE,axelar1m56cfujc9jmfkfqfs5wwg3mq5spfzjanhdejqv,delegate,axelar1m56cfujc9jmfkfqfs5wwg3mq5spfzjanhdejqv,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,457317595,uaxl,null,null,0
4143152,10/2/2022,67B3B4A3639CA25366021D9E131CDE26BD400D85801661451C6614704470024E,TRUE,axelar1gayj3vhg0tud5z4rpujr2lwvglkqzgzhdcqwp0,delegate,axelar1gayj3vhg0tud5z4rpujr2lwvglkqzgzhdcqwp0,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,1005000000,uaxl,null,null,0
4149002,10/3/2022,6DFA6579A8446C345663CEB36B8CB8069D9A0408CA399BB0DC590A05C39F9BA0,TRUE,axelar1xtr8jq84cruu8scfuft04rpu7y58jd5csh3eun,delegate,axelar1xtr8jq84cruu8scfuft04rpu7y58jd5csh3eun,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,10000000,uaxl,null,null,0
4151606,10/3/2022,51076A06C79C731DD9D66FAA875D0363DBB25A2F4BDDC015C435BE4D52689850,TRUE,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,delegate,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,18286120,uaxl,null,null,0
4151874,10/3/2022,2DC5C7916986D4274FA734067D8F0A4887ABB51ABD37EEC6F3C56AD6A0E3E671,TRUE,axelar1paq4r5kp8c9kpyf6w8tchj0h0adcmu0d8kuttd,delegate,axelar1paq4r5kp8c9kpyf6w8tchj0h0adcmu0d8kuttd,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,220000000,uaxl,null,null,0
4152285,10/3/2022,C5C5B77ADCCB75BB332C620ADE825D09A421571863FD7A2A8AFEF9A321D2BDE7,TRUE,axelar1j3jg58jkea4luz3ymx4xz2enr8grsgxy7q5t4s,delegate,axelar1j3jg58jkea4luz3ymx4xz2enr8grsgxy7q5t4s,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,330000000,uaxl,null,null,0
4152798,10/3/2022,063FDC13D671627428FAB8F37D62D417BC28F20ABFA1077B20E5E71288168891,TRUE,axelar10ka033a6vx803h7hd4mfe3l8ky0txwcqgfk6sp,delegate,axelar10ka033a6vx803h7hd4mfe3l8ky0txwcqgfk6sp,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,1950000,uaxl,null,null,0
4153273,10/3/2022,74CE78977AB85861B50407EC274BDFF24B5516A048067CC9D6B1BB70CC28D96F,TRUE,axelar1e090tsv46vz2mj956j7alc6lus2d3gqvdjf9ds,delegate,axelar1e090tsv46vz2mj956j7alc6lus2d3gqvdjf9ds,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,1500000,uaxl,null,null,0
4156251,10/3/2022,E8B29B963086A6D3DD7E319B723248F02099B84AE8560E1608D9951BFF3E3D6D,TRUE,axelar16zhha78knnmuzqkc39mfs2wfdjt3tre4aa2dp6,delegate,axelar16zhha78knnmuzqkc39mfs2wfdjt3tre4aa2dp6,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,25000000,uaxl,null,null,0
4159257,10/4/2022,D5C05DC062C338C2572F6CA5190F90CBF263AA754AB60E9D4CFDE601B837B1B8,TRUE,axelar1lh0qt607xkavtl3y36dfg8qk8d4j9haq65vfws,delegate,axelar1lh0qt607xkavtl3y36dfg8qk8d4j9haq65vfws,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,5000000,uaxl,null,null,0
4163623,10/4/2022,650A26C9737D6AE3D5D665C9CD69F918C1FA406F8E4F9F8E54A7A0824E89A004,TRUE,axelar1yderr3j58nytx56g0vhupacsada4p8n88dfpe6,redelegate,axelar1yderr3j58nytx56g0vhupacsada4p8n88dfpe6,axelarvaloper1ds9z59d9szmxlzt6f8f6l6sgaenxdyd6095gcg,749049514,uaxl,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,41:06.0,0
4167783,10/4/2022,90207A80C5B1BE8FD5C85E70DB8B5B4098FC2EED518127D9FDFC429BECA228E9,TRUE,axelar1cyuyt6nwt7mqgpqh2zk2afk6cugv8snpc0ea9n,delegate,axelar1cyuyt6nwt7mqgpqh2zk2afk6cugv8snpc0ea9n,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,830000000,uaxl,null,null,0
4168811,10/4/2022,AF98E019B39DE3ED3EE6A1B23EF0D09579A60781BD621B3ED45D503F4CDA7471,TRUE,axelar1rt9gm3ud6f9dqgem9fztur9dgp4lgcfys749aq,delegate,axelar1rt9gm3ud6f9dqgem9fztur9dgp4lgcfys749aq,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,10000000,uaxl,null,null,0
4169033,10/4/2022,B10CBF836DCAEA67337F011B8FFFF9675FB52CF63EF90F81A9629A782392DD60,TRUE,axelar1c0q7xhs8l769c37ygxeyhj6m9yj4j9yzs5usrv,delegate,axelar1c0q7xhs8l769c37ygxeyhj6m9yj4j9yzs5usrv,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,500000000,uaxl,null,null,0
4172756,10/4/2022,2633EB1DB094516432FF8E4ECCF0441F2B2BABA1E3F5F6F5AE3180A23E0D8D04,TRUE,axelar1lh0qt607xkavtl3y36dfg8qk8d4j9haq65vfws,delegate,axelar1lh0qt607xkavtl3y36dfg8qk8d4j9haq65vfws,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,1824000,uaxl,null,null,0
4176700,10/5/2022,DB3118FC2F63B76AEE352DD7C05D9847B47A01C1A989E8B18E1189AA7A2F7C0E,TRUE,axelar1c0q7xhs8l769c37ygxeyhj6m9yj4j9yzs5usrv,delegate,axelar1c0q7xhs8l769c37ygxeyhj6m9yj4j9yzs5usrv,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,350693,uaxl,null,null,0
4182908,10/5/2022,0868B5040381F76962E026B63EC0CA54A4E4F3BF7E3F60C33AABA25AA05A1FB8,TRUE,axelar18mcr6hf2ej85vh4vt2m5ym2kte675h0p97uqqm,delegate,axelar18mcr6hf2ej85vh4vt2m5ym2kte675h0p97uqqm,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,731795910,uaxl,null,null,0
4182938,10/5/2022,E6E71A81DBC8148D7578D9B1B9393679C4C79CFB1DB7065D1BB19B973A4AF00D,TRUE,axelar18mcr6hf2ej85vh4vt2m5ym2kte675h0p97uqqm,delegate,axelar18mcr6hf2ej85vh4vt2m5ym2kte675h0p97uqqm,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,42276403,uaxl,null,null,0
4184252,10/5/2022,9DF553EE8BFD82818BA283D22A39A4C71F9EF3801DA16F11BCA384045CD57AB6,TRUE,axelar1cgxrrxl2kjestz5pfhd38pvm99899dgf8lhpqw,delegate,axelar1cgxrrxl2kjestz5pfhd38pvm99899dgf8lhpqw,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,95000000,uaxl,null,null,0
4186272,10/5/2022,76ECED4EC037E174BC0135455C849FFEF7A1104C39EADFF7C15154F32C2E2797,TRUE,axelar1ehgxht05ymwtw46l0vz8dwpryhf47stltyngaz,delegate,axelar1ehgxht05ymwtw46l0vz8dwpryhf47stltyngaz,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,50000000,uaxl,null,null,0
4187600,10/5/2022,86A3D4F718C1E0861E259540E2BB86A0A723CE8588DEDCA3B3A6B5BD789A9093,TRUE,axelar1mq3pezd6fxvp6yddtkc6aywcmm4lq6l4h37faf,delegate,axelar1mq3pezd6fxvp6yddtkc6aywcmm4lq6l4h37faf,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,50000000,uaxl,null,null,0
4194068,10/6/2022,3BA78F968C0C51BBE24093F483256846A12CACC8ACAE25F5C37994FBED05F426,TRUE,axelar1dgt4nra3s4lvdxgqws9qn0wfplc8sn8ny4kxlt,delegate,axelar1dgt4nra3s4lvdxgqws9qn0wfplc8sn8ny4kxlt,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,1438000000,uaxl,null,null,0
4197044,10/6/2022,39C40560CD2D970B55515B73FFFE69B0FB557557AF6F797C86709B7B1E7A1A69,TRUE,axelar1f5ns5w3y9gd2ztrklgat3q8kv3grg2sl7hd9yr,undelegate,axelar1f5ns5w3y9gd2ztrklgat3q8kv3grg2sl7hd9yr,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,199986828,uaxl,null,01:32.0,0
4198746,10/6/2022,97E786F3F710F2F213E9A724D5E2A7D0D03F1BEE76F777588F788258A0883FAF,TRUE,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,delegate,axelar14tug4gk2m6y5970sp25kpntruagp4wzhntaguc,axelarvaloper1rqp7vvl9cjmdan44dny56qadwg590uxv8hamux,21000000,uaxl,null,null,0
